Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Singh, M.","57288878500;","Ambient Backscatter Communication in 5G",2021,"Proceedings of the 3rd International Conference on Inventive Research in Computing Applications, ICIRCA 2021",,,,"430","432",,1,"10.1109/ICIRCA51532.2021.9544698","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116884044&doi=10.1109%2fICIRCA51532.2021.9544698&partnerID=40&md5=d43b4c027391ccafd07ee58f9376348f",Conference Paper,"Final","",Scopus,2-s2.0-85116884044
"Chandan, R., Bhat, B.G., Ashwin, J., Aravind, M., Jain, A.","57291206000;57225800028;57292111900;57511311600;56404950700;","Noise Immune High Performance Domino Circuit Techniques for High Fan-In Logic Gate: A Review",2021,"Proceedings of the 3rd International Conference on Inventive Research in Computing Applications, ICIRCA 2021",,,,"171","175",,1,"10.1109/ICIRCA51532.2021.9544099","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116867606&doi=10.1109%2fICIRCA51532.2021.9544099&partnerID=40&md5=8edda7e9ee7e9472e4387d9b6a22f292",Conference Paper,"Final","",Scopus,2-s2.0-85116867606
"Suvitha, A., El-Mansy, M.A.M., Kothandan, G., Steephen, A.","57218331018;35751222700;36610441400;57226829140;","MOLECULAR STRUCTURE, FT-RAMAN, IR, NLO, NBO, HOMO–LUMO ANALYSIS, PHYSICOCHEMICAL DESCRIPTORS, ADME PARAMETERS, AND PHARMACOKINETIC BIOACTIVITY OF 2,3,5,6-TETRACHLORO-p-BENZOQUINONE",2021,"Journal of Structural Chemistry","62","9",,"1339","1356",,11,"10.1134/S0022476621090031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118271345&doi=10.1134%2fS0022476621090031&partnerID=40&md5=14522ec8eab576f6ed84655dd0e7fc05",Article,"Final","",Scopus,2-s2.0-85118271345
"Sathish, T., Mohanavel, V., Arunkumar, T., Raja, T., Rashedi, A., Alarifi, I.M., Badruddin, I.A., Algahtani, A., Afzal, A.","56736457800;56595100800;56593341700;57207486901;54973507600;56725827500;12544753000;55948151700;57057224800;","Investigation of mechanical properties and salt spray corrosion test parameters optimization for aa8079 with reinforcement of tin + zro2",2021,"Materials","14","18","5260","","",,11,"10.3390/ma14185260","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114888413&doi=10.3390%2fma14185260&partnerID=40&md5=6870d87ed50e38d18702409cc14fbe25",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85114888413
"Sabarmathi, G., Chinnaiyan, R.","57202238429;35309537200;","Mining patient health care service opinions for hospital recommendations",2021,"International Journal of Engineering Trends and Technology","69","9",,"161","167",,6,"10.14445/22315381/IJETT-V69I9P220","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114714625&doi=10.14445%2f22315381%2fIJETT-V69I9P220&partnerID=40&md5=972388322cc20bea7eae1cd6fdf72189",Review,"Final","",Scopus,2-s2.0-85114714625
"SHARATH KUMAR, D., PALLAVI, H.S., PULLELA, P.K.","57234878500;57234128100;6506357788;","Detection of non-nitro compounds by amplified fluorescence polymer (afp): An opportunity for breath-based disease diagnosis",2021,"Asian Journal of Chemistry","33","9",,"2229","2236",,,"10.14233/ajchem.2021.23446","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113614238&doi=10.14233%2fajchem.2021.23446&partnerID=40&md5=ab615254f53ffeeb2bda9ec3ada49dbc",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85113614238
"Mathew, J., Gomes, R.F., Bhaskar, S., Yadav, P., Nair, S.","57215725908;57225996894;57226019248;57249033200;57211405685;","Mental Health in the Times of Corona: A model for Positive Mental Health During the Global Pandemic",2021,"Psychological Studies","66","3",,"354","360",,3,"10.1007/s12646-021-00606-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110144842&doi=10.1007%2fs12646-021-00606-x&partnerID=40&md5=f3661dbd04de0693c77d2dce4c8d0c12",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85110144842
"Baligidad, S.M., Vijayananda, K., Kumar, G.C., Maharudresh, A.C., Elangovan, K.","57201502719;57222715122;57202227586;57218354926;57222219417;","SIS Parameters Optimization and Reliable Analysis to Achieve Reduced roughness of PA12 Parts",2021,"Journal of Advanced Manufacturing Systems","20","3",,"513","536",,,"10.1142/S0219686721500244","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103791958&doi=10.1142%2fS0219686721500244&partnerID=40&md5=a312e98594681be55394aef0116442fa",Article,"Final","",Scopus,2-s2.0-85103791958
"Parvatha, R.S., Ramya, T., Aparanji, G.S., Mamtha, M.V., Gupta, A., Tom, R.J.","57331355000;57194982586;57330981600;57331229400;57331355100;57195314982;","Signature Based Radar Target Classification",2021,"2021 6th International Conference on Recent Trends on Electronics, Information, Communication and Technology, RTEICT 2021",,,,"873","879",,1,"10.1109/RTEICT52294.2021.9573912","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118932746&doi=10.1109%2fRTEICT52294.2021.9573912&partnerID=40&md5=1798db7d637761036428a0d45c20f7d8",Conference Paper,"Final","",Scopus,2-s2.0-85118932746
"Roopashree, Y.A., Bhoomika, M., Priyanka, R., Nisarga, K., Behera, S.","57331001800;57504728200;58126944300;57330750300;57211356664;","Monitoring the Movements of Wild Animals and Alert System using Deep Learning Algorithm",2021,"2021 6th International Conference on Recent Trends on Electronics, Information, Communication and Technology, RTEICT 2021",,,,"626","630",,4,"10.1109/RTEICT52294.2021.9573766","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118931476&doi=10.1109%2fRTEICT52294.2021.9573766&partnerID=40&md5=3cb4851b34b0a165da235fbd177f5fb2",Conference Paper,"Final","",Scopus,2-s2.0-85118931476
"Lalitha, S.K., Aishwarya, J., Shivakumar, N., Srilekha, T., Kartheek, G.C.R.","58126964800;57331623100;57331252100;57330882600;57218896661;","A Deep Learning Model for Face Expression Detection",2021,"2021 6th International Conference on Recent Trends on Electronics, Information, Communication and Technology, RTEICT 2021",,,,"647","650",,5,"10.1109/RTEICT52294.2021.9573626","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118929519&doi=10.1109%2fRTEICT52294.2021.9573626&partnerID=40&md5=dae87ef59b966a6f91f2e7cdeeccd4cc",Conference Paper,"Final","",Scopus,2-s2.0-85118929519
"Dheeraj, J.C., Nandakumar, K., Aditya, A.V., Chethan, B.S., Kartheek, G.C.R.","57330886300;57331255500;57518930200;57330756300;57218896661;","Detecting Deepfakes Using Deep Learning",2021,"2021 6th International Conference on Recent Trends on Electronics, Information, Communication and Technology, RTEICT 2021",,,,"651","654",,6,"10.1109/RTEICT52294.2021.9573740","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118922155&doi=10.1109%2fRTEICT52294.2021.9573740&partnerID=40&md5=f1b3d7ae9cb7ec65d2b920e922f25c31",Conference Paper,"Final","",Scopus,2-s2.0-85118922155
"Jayabharathi, S., Ilango, V.","57303634900;6506294106;","A Brief Revolution of Evolution and Resurgence on Machine Learning",2021,"2021 Asian Conference on Innovation in Technology, ASIANCON 2021",,,,"","",,,"10.1109/ASIANCON51346.2021.9544706","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117600763&doi=10.1109%2fASIANCON51346.2021.9544706&partnerID=40&md5=32d7429f62fa9a814243a948822bec96",Conference Paper,"Final","",Scopus,2-s2.0-85117600763
"Ruchir, A.J.","57260911000;","Mitigation Strategies of Cyclonic and Heavy Winds on Structures: A Review",2021,"IOP Conference Series: Earth and Environmental Science","822","1","012040","","",,,"10.1088/1755-1315/822/1/012040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115031655&doi=10.1088%2f1755-1315%2f822%2f1%2f012040&partnerID=40&md5=f24515bfd9954f417b71f13c39b34c46",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85115031655
"Lakshmi, P., Lalitha, G.K., Malashree, D., Mohana Priya, D., Singh, M.","57288875800;57288535600;57289040500;57288706800;57288878500;","Design and Development of Infant Care System Using Arduino Technology",2021,"Proceedings of the 2nd International Conference on Electronics and Sustainable Communication Systems, ICESC 2021",,,,"790","796",,2,"10.1109/ICESC51422.2021.9532999","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116706003&doi=10.1109%2fICESC51422.2021.9532999&partnerID=40&md5=e2937d3f4973b0da5cbc0abbfadf4840",Conference Paper,"Final","",Scopus,2-s2.0-85116706003
"Imtiyaz Ahmed, B.K., Prakash, A., Prakash, A.","57193607961;57219279877;57219279874;","A Robo-Fuzzy Inference System for Iron based Sprouts Fortification",2021,"Proceedings of the 2nd International Conference on Electronics and Sustainable Communication Systems, ICESC 2021",,,,"463","468",,,"10.1109/ICESC51422.2021.9532621","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116703633&doi=10.1109%2fICESC51422.2021.9532621&partnerID=40&md5=6dfa30d1ae125f775e04eef3c03de8fa",Conference Paper,"Final","",Scopus,2-s2.0-85116703633
"Imtiyaz Ahmed, B.K., Akshay, P.","57193607961;57289201500;","A Low Cost implementation of Visitor management system for small organisation or enterprise",2021,"Proceedings of the 2nd International Conference on Electronics and Sustainable Communication Systems, ICESC 2021",,,,"502","506",,1,"10.1109/ICESC51422.2021.9533019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116695381&doi=10.1109%2fICESC51422.2021.9533019&partnerID=40&md5=617a6dc253f0e68325c32f7195f98555",Conference Paper,"Final","",Scopus,2-s2.0-85116695381
"Reddy, P.K., Vijayalaxmi, A., Preethi, A.","57289722500;57216622218;57209072002;","Design and analysis of efficient adaptive equalizers for wireless communication application",2021,"Proceedings of the 2nd International Conference on Electronics and Sustainable Communication Systems, ICESC 2021",,,,"1010","1016",,2,"10.1109/ICESC51422.2021.9532774","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116660423&doi=10.1109%2fICESC51422.2021.9532774&partnerID=40&md5=bd4f344a1e427e7ac839f02660f00531",Conference Paper,"Final","",Scopus,2-s2.0-85116660423
"Likitha, K.N., Nethravathi, R., Nithyashree, K., Kumari, R., Sridhar, N., Venkateswaran, K.","57289212900;57288883600;57289213000;57288883700;57191242618;55811774200;","Heart Disease Detection using Machine Learning Technique",2021,"Proceedings of the 2nd International Conference on Electronics and Sustainable Communication Systems, ICESC 2021",,,,"1738","1743",,4,"10.1109/ICESC51422.2021.9532705","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116657205&doi=10.1109%2fICESC51422.2021.9532705&partnerID=40&md5=c02fd014887bad9d3a2e64b7b2d9edb4",Conference Paper,"Final","",Scopus,2-s2.0-85116657205
"Smitha, N., Singh, R.K., Yadav, S.K., Sah, S., Keshava Kumar, N., Hemanth Kumar, H.S.","57924895700;57221127173;57225778855;57288713000;57289732800;57223019567;","An Empirical Comparison of Handwritten Character Recognition Using Machine Learning",2021,"Proceedings of the 2nd International Conference on Electronics and Sustainable Communication Systems, ICESC 2021",,,,"1277","1280",,,"10.1109/ICESC51422.2021.9532765","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116649373&doi=10.1109%2fICESC51422.2021.9532765&partnerID=40&md5=2e2147de64ac4eeec434bb62745fefd3",Conference Paper,"Final","",Scopus,2-s2.0-85116649373
"Hemanth Kumar, H.S., Pawan Kumar, G., Anil, D., Smitha, N.","57223019567;57288870800;57205064579;57924895700;","An Efficient and Robust Reliable Data Aggregation in Wireless Sensor Networks",2021,"Proceedings of the 2nd International Conference on Electronics and Sustainable Communication Systems, ICESC 2021",,,,"1052","1057",,1,"10.1109/ICESC51422.2021.9532959","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116639503&doi=10.1109%2fICESC51422.2021.9532959&partnerID=40&md5=6ff1cde6b4727cfeefe169f56f0a1341",Conference Paper,"Final","",Scopus,2-s2.0-85116639503
"Sarkar, S., Debnath, A.","57193695016;55370309200;","Machine Learning for 5G and Beyond: Applications and Future Directions",2021,"Proceedings of the 2nd International Conference on Electronics and Sustainable Communication Systems, ICESC 2021",,,,"1688","1693",,2,"10.1109/ICESC51422.2021.9532728","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116616770&doi=10.1109%2fICESC51422.2021.9532728&partnerID=40&md5=708c95d884f383ae6ce8958a1e12d5dc",Conference Paper,"Final","",Scopus,2-s2.0-85116616770
"Nived, M., Nithin, S., Sridevi, S., Mohandass, S.","57289393700;57289741400;57192100576;55939689900;","An ECG based Arrhythmia Detector with an emergency alert system",2021,"Proceedings of the 2nd International Conference on Electronics and Sustainable Communication Systems, ICESC 2021",,,,"559","564",,,"10.1109/ICESC51422.2021.9532690","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116614120&doi=10.1109%2fICESC51422.2021.9532690&partnerID=40&md5=fc32f966cf6053686179496a60b043e7",Conference Paper,"Final","",Scopus,2-s2.0-85116614120
"Srinadh, V., Veeramanikandan, P., Manohar, V., Thirupurasundari, D.R., Kumari, G.K., Dash, M.","57194422028;57215380545;57289566700;57220038728;37063338100;36970084000;","Hadoop based Dynamic Data Replication Strategies using Cloud Computing",2021,"Proceedings of the 2nd International Conference on Electronics and Sustainable Communication Systems, ICESC 2021",,,,"1023","1030",,,"10.1109/ICESC51422.2021.9532813","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116613046&doi=10.1109%2fICESC51422.2021.9532813&partnerID=40&md5=1eef42265b6bf4e311643c284198c1f9",Conference Paper,"Final","",Scopus,2-s2.0-85116613046
"Javali, A., Gupta, J., Sahoo, A.","57193141491;57205947638;57215203474;","A review on Synthetic Aperture Radar for Earth Remote Sensing: Challenges and Opportunities",2021,"Proceedings of the 2nd International Conference on Electronics and Sustainable Communication Systems, ICESC 2021",,,,"596","601",,6,"10.1109/ICESC51422.2021.9532910","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116611085&doi=10.1109%2fICESC51422.2021.9532910&partnerID=40&md5=773fadceac9851cbab8261919cd95267",Conference Paper,"Final","",Scopus,2-s2.0-85116611085
"Irfan, M., Kassim, S., Shaikh, Z.H., Kumar, M., Jhamnani, R.","57221767823;32667637500;57211296499;57713833000;57238874300;","Do Volatility and Regime Switching Affect Sustainable Indices Evidence from Global Stock Markets based on Inductive Approach of GARCH Family",2021,"International Journal of Economics and Management","15","2",,"191","204",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113838252&partnerID=40&md5=fa87fccc790e74728cb495ff1bfdf8b3",Article,"Final","",Scopus,2-s2.0-85113838252
"Praveen, S., Gokulan, R., Pushpa, T.B., Jegan, J.","57234481100;57226345669;56584715800;8983243500;","Techno-economic feasibility of biochar as biosorbent for basic dye sequestration",2021,"Journal of the Indian Chemical Society","98","8","100107","","",,60,"10.1016/j.jics.2021.100107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111249511&doi=10.1016%2fj.jics.2021.100107&partnerID=40&md5=02e337ebef3eff009a55c0fe275dcda4",Article,"Final","",Scopus,2-s2.0-85111249511
"El-Mansy, M.A.M., Suvitha, A., Narayana, B.","35751222700;57218331018;8564263600;","Exploring crystal, electronic, optical and NLO properties of ethyl 4-(3,4-dimethoxy phenyl)-6-methyl-2-thioxo-1,2,3,4-tetrahydro pyrimidine-5-carboxylate (MTTHPC)",2021,"Optical and Quantum Electronics","53","8","424","","",,8,"10.1007/s11082-021-03057-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111030445&doi=10.1007%2fs11082-021-03057-w&partnerID=40&md5=601a334d7c36063485a48e7e1133f7bc",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85111030445
"Hema, H.C., Vittala, S.S., Govindaiah, S.","57205491471;55987451600;28367686600;","Quantitative morphometric infer in the hard rock Terrain based on SRTM-DEM and GIS-Chintamani Watershed, Chikkaballapur District, Karnataka, India",2021,"Sustainable Water Resources Management","7","4","57","","",,4,"10.1007/s40899-021-00534-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109638466&doi=10.1007%2fs40899-021-00534-8&partnerID=40&md5=88c6d551a4226e1a54c3602089fee0b0",Article,"Final","",Scopus,2-s2.0-85109638466
"El-Mansy, M.A.M., Ibrahim, M., Suvitha, A., Abdelsalam, H., Osman, W.","35751222700;8641587100;57218331018;56587711400;57281988500;","Boosted electronic, optical, and NLO responses of homo P-nanoclusters via conducting polymeric substituents",2021,"Computational and Theoretical Chemistry","1202",,"113343","","",,7,"10.1016/j.comptc.2021.113343","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109460545&doi=10.1016%2fj.comptc.2021.113343&partnerID=40&md5=725395fc39e3d0d093c865a128eb7b3a",Article,"Final","",Scopus,2-s2.0-85109460545
"Arunkumar, T., Selvakumaran, T., Subbiah, R., Ramachandran, K., Manickam, S.","56593341700;57201352287;56964850200;57222623565;45661701600;","Development of high-performance aluminium 6061/SiC nanocomposites by ultrasonic aided rheo-squeeze casting method",2021,"Ultrasonics Sonochemistry","76",,"105631","","",,28,"10.1016/j.ultsonch.2021.105631","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108122745&doi=10.1016%2fj.ultsonch.2021.105631&partnerID=40&md5=73f4585b3de37a2be3c25eb915c37bd2",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85108122745
"Baligidad, S.M., Lakshmi, I.C., Kumar, G.C., Maharudresh, A.C., Pillai, R., Elangovan, K.","57201502719;57224636497;57202227586;57218354926;57215376427;57222219417;","Study on the Morphological and Flexural Properties of RF Sputtered Copper Thin Film for PA12 Part",2021,"Journal of The Institution of Engineers (India): Series C","102","4",,"1059","1071",,,"10.1007/s40032-021-00723-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108121753&doi=10.1007%2fs40032-021-00723-6&partnerID=40&md5=584e61f4b7a4addf425c35e781f1fe93",Article,"Final","",Scopus,2-s2.0-85108121753
